PVT,local receptive field,"The neighborhood of input locations a convolutional filter sees; in contrast, Transformers always have global receptive fields via attention.","A 3×3 convolution in CNN sees only 9 pixels at a time (local), while PVT’s attention lets any patch token interact with any other directly.",
RFB,localization loss,The regression loss (typically Smooth L1) measuring difference between predicted box offsets and ground-truth.,"For an offset of 0.2 vs. ground truth 0.0, Smooth L1 loss = 0.5×0.2² = 0.02.",
FPNet,logging,"Recording training and validation metrics (loss, accuracy) over time, often visualized with tools like TensorBoard.",Plotting FPNet’s training and validation loss curves to diagnose overfitting after epoch 50.,
SINet,logits,"The raw, unnormalized scores produced by a neural network before applying an activation function such as sigmoid or softmax. They represent evidence for each class or decision per element.","SINet’s Identification stage outputs a 256×256 tensor of logits, which are then passed through a sigmoid to convert into pixel-wise probabilities pi∈[0,1].",
FPNet,loss curve,A plot of training and validation loss values over epochs; analyzing loss curves reveals convergence behavior and potential overfitting.,Observing validation loss leveling off after 40 epochs during FPNet training.,
FPNet,low-frequency component,"The part of an image or feature map that varies slowly (smooth gradients, global shape). Capturing this helps understand overall object silhouette against the background.",Extracting the sky’s smooth gradient to outline a cloud frog’s profile.,
Octave Convolution,low-frequency feature map,"A group of feature maps that capture slowly varying, coarse patterns. They are stored at a reduced spatial resolution (e.g., half height and width).","The overall shape of a cat’s body across the scene might be represented in a low-frequency, half-resolution map.",
RFB,low-level feature,Early CNN activations retaining fine spatial resolution but less semantic richness.,conv4_3 (38×38) in SSD is low-level and used for small-object detection.,
SINet,low-level feature,"Features capturing basic image cues such as edges, color gradients, and textures. These are typically extracted in early layers of a CNN and preserve fine spatial details.","C3’s 64×64 low-level feature map carries fine-grained texture cues (e.g., bark grain) that aid the Identification stage in delineating object boundaries.",
FPNet,lung infection segmentation,"Segmenting areas of infection in lung CT or X-ray scans, benefiting from COD techniques to detect regions with subtle intensity differences.",Detecting COVID-affected regions in chest CT scans using frequency-guided cues.,
FPNet,lung infection segmentation,The process of identifying infected areas in lung CT scans. Frequency cues help detect subtle texture differences between healthy and diseased tissue.,Highlighting COVID-19 lesion regions in a chest CT volume using high-frequency detail.,
SINet,main.m,A MATLAB driver script in the Evaluation Toolbox that computes all COD metrics for a set of predictions versus ground-truth masks.,"Executing main in MATLAB opens batch prompts, then outputs Fβ, MAE, Sα, Eξ, and WFβ for the provided prediction and GT directories.",
RFB,manual hyper-parameter,A parameter set by the designer (e.g. dilation rates) rather than learned during training.,"Dilation rates {1,3,5} in RFB are manual hyper-parameters.",
FPNet,mask binarization,Converting a continuous probability mask into a binary map using a threshold. Proper thresholding is crucial to trade precision for recall.,Thresholding a soft mask at 0.5 to produce the final camouflaged-object segmentation.,
PVT,mask R-CNN head,"An instance segmentation head combining a small FCN for mask prediction with classification and box regressor, operating on ROI features.","In Mask R-CNN+PVT, ROIAlign pools PVT’s 14×14 tokens into 7×7 per region, then the mask head upsamples to 28×28 binary masks.",
SINet,matting-level label,Per-pixel transparency values that define partial memberships (alpha channel) for camouflaged objects. They extend binary masks to handle translucent or fuzzy edges.,A semi-transparent jellyfish in water might be annotated with matting-level labels where its tentacles have intermediate alpha values.,
RFB,max pooling,"Selecting the maximum activation within each pooling window, highlighting strongest features.","A 2×2 max pool on [[1,3],[2,4]] outputs 4.",
SINet,max pooling,"A pooling operation that slides a window (e.g., 2×2) over the feature map and takes the maximum value, downsampling while preserving strong activations.","To create the downsampled search GT, SINet applies 16×16 max pooling to the 256×256 ground-truth mask.",
FPNet,max pooling,"A downsampling operation that takes the maximum value within each non-overlapping window (e.g., 2×2). It reduces spatial size, increases receptive field, and retains the strongest activation, though it can discard fine boundary information if overused.",Applying 2×2 max-pooling to reduce image resolution by half while keeping the brightest features.,
FPNet,mean absolute error (MAE),An evaluation metric measuring the average absolute pixel-wise difference between prediction and ground truth. Lower MAE indicates better mask accuracy.,Reporting an MAE of 0.028 on the CAMO test set.,
SINet,mean absolute error (MAE),The average per-pixel absolute difference between predicted probability pi and ground truth yi. It assesses overall calibration of the probability map.,"If for 10 pixels the absolute errors sum to 0.4, MAE=0.4/10=0.04, indicating high agreement between SINet outputs and GT.",
SAM,mean average precision (mAP),A standard metric for object detection measuring average precision across recall levels and classes.,"A detector with per-class APs [0.75,…,0.55] yields mAP=0.65.",
RFB,mean average precision (mAP),"The mean over classes of the area under the precision–recall curve, standard for detection benchmarks.",RFBNet300 achieves 80.7% mAP on VOC2007 test.,
PVT,mean average precision (mAP),"The primary detection metric that averages AP over multiple IoU thresholds (e.g., 0.5:0.95) or classes, measuring both localization and classification quality.","PVT-Small+RetinaNet achieves 40.4 mAP on COCO val2017, outperforming ResNet50’s 36.3.",
FPNet,mean E-measure,An evaluation metric averaging pixel- and image-level structural similarities. It assesses how well predicted masks preserve both local edges and global shapes relative to ground truth.,"Reporting an Eξ of 0.92 on the COD10K test set, reflecting accurate boundary and region structure.",
PVT,mean intersection over union,"The segmentation metric averaging the IoU between predicted and ground-truth masks across classes, commonly used in semantic segmentation.","PVT-Large+SemanticFPN records 42.1 mIoU on ADE20K validation, indicating improved pixel-level accuracy.",
SINet,mean-std normalization,"Preprocessing that subtracts per-channel mean and divides by per-channel standard deviation, standardizing input distributions for stable training.","Before backbone input, SINet normalizes each RGB channel by ImageNet’s mean [0.485, 0.456, 0.406] and std [0.229, 0.224, 0.225].",
FPNet,median filtering,A non-linear filter that replaces each pixel value with the median of its neighborhood. This removes “salt-and-pepper” artifacts without excessively blurring object edges.,Applying a 3×3 median filter to clean speckled noise around a camouflaged soldier silhouette.,
FPNet,memory bandwidth,"The rate at which data moves between memory and compute units during inference, affecting throughput.",Ensuring FPNet’s fused feature maps fit in L2 cache to minimize DRAM transfers on GPU,
PVT,memory complexity,"The scaling of required memory to store feature maps and intermediate attention matrices, also often O(N²). Reducing memory complexity is crucial for high-resolution attention.","Without SRA, Stage 1’s 3,136×3,136 attention map would exceed GPU memory, so PVT pools keys/values early to shrink the map.",
PVT,memory footprint,"The amount of GPU memory needed to store activations, weights, and intermediate tensors during training or inference.",Using SRA to pool keys/values can reduce peak memory usage by up to 40% versus full MHSA at high resolution.,
PVT,memory footprint,"The GPU memory required to store activations, weights, and optimizer states during training/inference.","Using SRA reduces memory footprint: Stage 2’s 28×28→14×14 pooling cuts the 784×784 attention map to 196×196, saving ~75% of memory in that layer.",
SINet,mixed precision training,"A technique that uses lower-precision (FP16) arithmetic for most operations and higher-precision (FP32) for stability, reducing memory usage and speeding up training.","By enabling apex-mode=O1, SINet halves its memory footprint per image (∼419 MB → 305 MB), allowing larger batch sizes without accuracy loss.",
SINet,mixed precision training,"A technique combining FP16 and FP32 arithmetic to accelerate deep‐learning workloads and reduce GPU memory usage, without significant accuracy loss.","SINet’s authors enable mixed precision in their PyTorch script, cutting training time by 35% on COD10K while retaining Sα within 0.01 of full-precision runs.",
FPNet,mixed precision training,Combining half-precision (FP16) and single-precision (FP32) arithmetic to accelerate training and reduce memory consumption.,Enabling NVIDIA’s Apex AMP to train FPNet at 1.8× the speed using 16-bit precision.,
PVT,MLP ratio,"The expansion factor in the FFN’s hidden layer relative to the embedding dimension, controlling model capacity and compute.","PVT sets an MLP ratio of 4, so a 384-dim embedding expands to 1,536 dims inside the FFN.",
RFB,MobileNet,A lightweight CNN using depthwise separable convolutions to reduce parameters and compute.,MobileNet v1 reduces FLOPs by ~9× compared to VGG16 for similar classification accuracy.,
FPNet,modality fusion,"The combination of heterogeneous feature sources (e.g., RGB and frequency) to exploit complementary cues for robust object detection.",Concatenating RGB features with DCT-based frequency features before a 1×1 conv.,
FPNet,model checkpoint,"A saved snapshot of model parameters at a specific training iteration, enabling resumption or intermediate evaluation without restarting from scratch.",Saving FPNet weights every 5 epochs to allow rollback to the best-performing state.,
PVT,model convergence,"The process by which training loss decreases and stabilizes as parameters approach an optimum, influenced by architecture and optimization choices.","PVT’s pre-norm design accelerates convergence, achieving minimal training loss in 90% of the epochs required by a post-norm ViT at the same resolution.",
FPNet,model parameter count,"The total number of trainable weights in a network. A lower parameter count often correlates with efficiency, but excessive reduction can harm capacity—COD models aim to minimize size without sacrificing detection quality.",Reporting 28 million parameters for FPNet’s full two-stage architecture.,
FPNet,model parameter count,The total number of trainable weights in a network. Smaller counts improve efficiency but risk capacity loss—COD architectures seek compactness without sacrificing detection quality.,Reporting 35 million parameters for FPNet’s two-stage architecture.,
PVT,model scalability,"The capacity to adjust model size—depth, width, token resolution—to meet different resource and accuracy needs. Scalability aids in adapting to diverse deployment constraints.","PVT offers Tiny, Small, Medium, and Large variants, each with different block counts and embedding dims to trade off FLOPs and accuracy.",
PVT,model variant,"A specific configuration of the PVT backbone (Tiny, Small, Medium, Large) that differs in depth, width, and embedding dims. Variants let practitioners choose trade-offs between speed and performance.","PVT-Medium uses [3, 4, 18, 3] blocks with embedding dims [64, 128, 320, 512], totaling ~44.2 M parameters for mid-range accuracy and efficiency.",
FPNet,model zoo,A collection of publicly released pretrained model checkpoints for easy reuse and benchmarking.,Providing FPNet’s PyTorch weights on GitHub so others can fine-tune or evaluate.,
FPNet,momentum,An optimization hyperparameter that accumulates a running average of gradients to smooth parameter updates. Momentum helps escape shallow local minima and speeds convergence by dampening oscillations along steep directions.,Using momentum of 0.9 in SGD to train FPNet for stable convergence.,
RFB,momentum,A parameter in SGD that accumulates past gradients to smooth and accelerate updates.,Momentum = 0.9 means 90% of last update carried into current.,
RFB,MS COCO,A large-scale detection dataset with 80 classes and challenging AP metrics evaluated at IoU thresholds 0.5:0.95.,RFBNet512 scores 34.4 AP on COCO test-dev at 30 FPS.,
SAM,MS COCO dataset,"A dataset for object detection, segmentation, and captioning with 80 object categories.",CBAM-augmented Faster R-CNN achieves 42.5 mAP on COCO val2017.,
SAM,multi-branch architecture,"A network design with parallel convolutional paths (branches) that are later merged, capturing multi-scale features.","Inception modules use 1×1, 3×3, and 5×5 conv branches in parallel.",
SINet,multi-branch convolutional block,"A module containing multiple parallel convolutional branches, each configured differently (e.g., distinct dilation rates), whose outputs are fused to capture diverse contextual scales in one layer.","SINet’s RF module is a multi-branch block with three parallel 3×3 convolutions (dilations = 1, 4, 7), enabling simultaneous local-detail and global-context aggregation.",
RFB,multi-branch pooling,"The technique of processing the same feature map through several parallel “branches,” each performing a different convolution or pooling.","RFB uses three branches: 1×1, 3×3 (rate=3), and 5×5 (rate=5) convolutions.",
Octave Convolution,multi-frequency feature representation,A factorization of standard feature maps into two tensors—one for high frequencies at full resolution and one for low frequencies at reduced resolution—to reduce redundancy.,Splitting a 128-channel tensor into 96 high-frequency channels at 224×224 and 32 low-frequency channels at 112×112 forms a multi-frequency representation.,
PVT,multi-head cross-attention,"The cross-attention mechanism split into multiple parallel “heads,” each with separate projection matrices, increasing modeling capacity for query–key/value interactions.",A 6-head cross-attention in the DETR decoder lets each head capture different relations between object queries and PVT features at Stage 3 (14×14 tokens).,
FPNet,multi-head self-attention (MHSA),"An attention mechanism running multiple parallel “heads,” each learning different projection subspaces of queries, keys, and values to capture diverse spatial dependencies across tokens.","Using eight heads in ViT to attend simultaneously to texture, color, and shape cues of a hidden lizard.",
FPNet,multi-head self-attention (MHSA),"An attention mechanism with parallel heads, each attending to different feature subspaces. It captures diverse contextual relationships among tokens.",Using 8 heads in ViT to link texture patterns and shape cues of a hidden lizard across distant patches.,
PVT,multi-head self-attention (MHSA),"An attention mechanism that splits queries, keys, and values into multiple subspaces (“heads”), performs scaled dot-product attention in each, and concatenates results.","A 4-head MHSA in PVT processes a 196-token sequence by computing four parallel attention maps, each focusing on a different relational pattern.",
SAM,multi-layer perceptron (MLP),"A fully-connected neural network with one or more hidden layers. In CBAM’s channel attention, an MLP learns to model inter-channel dependencies.",A two-layer MLP with hidden size C/r=128 processes a 512-vector.,
FPNet,multi-level features,Feature maps extracted from different depths of the backbone. Low-level maps preserve texture and spatial detail; high-level maps encode semantic abstraction. FPNet processes and fuses these levels in both stages.,"Aggregating ResNet C2, C3, C4, C5 maps to capture edges and semantics of a hidden deer.",
FPNet,multi-level transformer features,Feature maps extracted at different depths of a vision transformer backbone. Lower levels capture textures; higher levels encode global semantics.,"Collecting ViT C2, C4, C6 maps to jointly represent a hidden bird’s fine feathers and overall shape.",
RFB,multi-scale feature maps,A set of feature maps at different spatial resolutions used to detect objects of varying sizes.,"SSD300 uses feature maps of sizes 38×38, 19×19, 10×10, 5×5, 3×3, 1×1 for small-to-large objects.",
PVT,multi-scale feature representation,"The ability to produce and use features at multiple spatial resolutions for downstream heads (e.g., detection, segmentation), capturing both coarse and fine details.","PVT outputs four feature maps at 56×56, 28×28, 14×14, and 7×7, which are fed into FPN heads for object detection.",
PVT,multi-scale fusion,The integration of feature maps from multiple pyramid stages to leverage both high-resolution and low-resolution information for dense prediction heads.,"PVT feeds its four output maps (56×56, 28×28, 14×14, 7×7) into an FPN, which fuses them for object detection with RetinaNet.",
FPNet,multi-scale prediction,"A strategy where the network outputs segmentation masks at different resolutions. Combining multi-scale outputs helps capture both global context and fine details, improving robustness across object sizes.","Producing 64×64, 128×128, and 256×256 mask predictions and merging them for final camo detection.",
RFB,multi-scale representation,Encoding features at several spatial scales to detect objects of varying sizes.,"RFB’s three branches produce RFs covering local (1), mid (3), and global (5) contexts.",
PVT,multi-stage pyramid,"A hierarchical backbone architecture with several stages, each producing token grids at progressively coarser resolutions and higher channel dims.","PVT’s pyramid has four stages, downsampling resolutions by 2× per stage and increasing embeddings from 64 to 512 dims.",
FPNet,multi-task learning,"A training paradigm where a single model is optimized to perform multiple related tasks simultaneously. By sharing representations across tasks (e.g., segmentation and edge detection), the model can learn more robust features and avoid overfitting to one objective.",Training a network to both segment camouflaged lizards and predict their surface normals in one pass.,
RFB,multi-task Loss,"A combined objective summing localization and classification losses, often with weighting factor α.",Total loss = L_cls + α·L_loc with α = 1.0 in SSD training.,
SINet,multi‐layer perceptron (MLP),A small fully connected neural network comprising one or more hidden layers with non‐linear activations. MLPs are often used to learn channel‐wise weights in attention mechanisms by processing pooled descriptors.,SINet’s Search Attention module uses an MLP with two FC layers (with a bottleneck defined by reduction ratio r) to transform the GAP‐derived channel descriptor into scaling factors for reweighting C5 features.,
SINet,multi‐scale exploration,Processing image features at various spatial extents to detect objects of different sizes and under varying contextual conditions.,"SINet’s RF module uses dilation rates {1,4,7} to extract cues from local textures up to broad scene context, enabling robust detection of small and large camouflaged objects alike.",
FPNet,multiple objects (MO),"Test cases containing more than one camouflaged object, each requiring individual localization and segmentation.",Segmenting both a hidden deer and a camouflaged boar in the same woodland image.,
FPNet,multiple objects (MO),Scenes containing more than one camouflaged target. The model must individually localize and segment each object despite overlapping or adjacent frequency and color cues.,"Segmenting two chameleons perched on the same branch, each blending differently into the foliage.",
SINet,multiple objects (MO),"An attribute indicating images where two or more camouflaged objects appear, challenging detection due to mutual interference.",A scene with three camouflaged turtles on a log is labeled “MO” to assess SINet’s ability to segment multiple instances simultaneously.,
Octave Convolution,nearest-neighbor interpolation,A simple up-sampling method that replicates each pixel into a larger grid when increasing spatial resolution.,Upsampling a 112×112 low-frequency map to 224×224 by copying each pixel into a 2×2 block.,
RFB,negative sample,"An anchor whose IoU with every ground-truth box falls below the negative IoU threshold (e.g., < 0.5), treated as background during classification training.",An anchor with IoU = 0.2 against all objects is sampled as a negative example for the “background” class.,
SINet,negative sample,"In COD training, images containing clearly visible (salient) objects or pure background scenes used as “non-camouflage” examples. They help the model learn to suppress false positives in high-contrast regions.",Feeding SINet a batch of negative samples from VOC datasets teaches it not to segment conspicuous cars and pedestrians.,
FPNet,neighbor interaction,A mechanism that exchanges frequency cues between adjacent resolution maps. It enforces spatial coherence in the coarse mask across scales.,Passing information between 1/8 and 1/16 scale maps so the rough mask aligns consistently across resolutions.,
FPNet,neighbor interaction mechanism (NIM),"A design in the frequency-guided stage that enables adjacent feature levels to communicate. By passing information between “neighboring” resolution maps, the network maintains spatial coherence of the coarse mask across scales.",Exchanging cues between 1/8- and 1/16-scale feature maps to keep the segmentation consistent.,
FPNet,neighbor interaction mechanism (NIM),"The scheme in the coarse stage that passes frequency-separated cues between adjacent feature levels (e.g., 1/8 ↔ 1/16 scale) to maintain spatial coherence of the coarse mask across resolutions.",Exchanging cues between 32×32 and 64×64 feature maps so the rough frog mask aligns across scales.,
PVT,network depth,"The total number of Transformer encoder layers or blocks in a model, often broken down per stage, which controls model capacity. Greater depth typically increases accuracy at the cost of more compute.","PVT-Small’s stage depths are [3, 4, 6, 3], whereas PVT-Base uses [3, 4, 12, 3] blocks for higher capacity.",
FPNet,non-maximum suppression (NMS),Eliminating overlapping proposals by keeping the highest-scoring box and discarding the rest above an IoU threshold.,Suppressing duplicate bounding boxes around a camouflaged crab so only the best one remains.,
RFB,non-maximum suppression (NMS),A post-processing algorithm that removes overlapping detections by keeping highest-scoring boxes.,"Boxes with IoU>0.45 suppressed, retaining only one per object.",
PVT,non-maximum suppression (NMS),"A post-processing step that filters overlapping detections by score, keeping only the highest-scoring box in each region.","In a convolutional pipeline, NMS is applied after the classifier head; in the PVT+DETR convolution-free variant, NMS is entirely removed.",
PVT,normalization placement,"The choice of applying normalization (e.g., LayerNorm) before or after attention/FFN sublayers (pre-norm vs. post-norm). Pre-norm placement often yields more stable gradients in deep Transformers.",PVT uses pre-norm: it normalizes tokens before passing them into MHSA and FFN within each encoder block.,
SINet,NVIDIA Apex,"A PyTorch extension for mixed-precision and distributed training, offering automated loss-scaling and optimized FP16 kernels.","The authors use Apex by importing from apex import amp and wrapping the optimizer: model, optimizer = amp.initialize(model, optimizer, opt_level='O1').",
FPNet,object proposal,"Candidate regions (typically bounding boxes) likely to contain objects, used to narrow the search space.",Generating 200 rectangular proposals per image before mask refinement in a two-stage COD pipeline.,
SINet,object-level label,"Coarse binary masks that mark all pixels belonging to any camouflaged object in an image, without distinguishing instances.",A flock of camouflaged birds is represented by a single object-level mask covering all bird pixels.,
FPNet,objectness score,"Confidence that a proposal contains any object, used to rank candidate regions.",Assigning a 0.85 objectness score to a proposal covering most of a hidden bird silhouette.,
FPNet,occluded objects,"Scenarios where camouflaged objects are partially hidden by other scene elements, compounding detection difficulty.",Detecting a fish partly obscured by seaweed in underwater footage.,
FPNet,occluded objects,Camouflaged targets partially hidden by other scene elements. Detection requires robust fusion across layers to recover missing contours.,Identifying a frog partly covered by leaves in a rainforest floor image.,
SINet,occlusion (OC),"An attribute for objects partially hidden by other elements (leaves, rocks), testing the model’s inference of missing contours.",A frog partially covered by a leaf in the foreground is annotated “OC.”,
FPNet,octave channels,"In octave convolution, two streams—“high octave” for high-frequency details and “low octave” for coarse, smooth content—each processed at different spatial resolutions.",Processing 1/2 resolution for the low-freq branch and full resolution for the high-freq branch.,
FPNet,octave convolution,"A convolutional operator that factorizes features into “octave” channels (low- vs. high-frequency). By processing each octave separately, it reduces spatial redundancy while preserving both detailed texture and coarse shape information.",Replacing a 3×3 conv with an octave convolution layer that halves spatial resolution for low-freq.,
Octave Convolution,octave convolution (OctConv),"A generalized convolution that processes high- and low-frequency feature groups separately, using four kernel sets (H→H, H→L, L→H, L→L) with cross-frequency information exchange.",Replacing every 3×3 vanilla convolution in ResNet-50 with OctConv (α = 0.25) to simultaneously handle high- and low-frequency maps and reduce FLOPs.,
SAM,one-shot detector,A single-stage object detector that predicts bounding boxes and classes in one forward pass.,SSD (Single Shot MultiBox Detector) is a popular one-shot detector.,
RFB,one-stage detector,"An object detector that skips proposal generation, directly regressing boxes and classes in one network pass.",YOLOv3 is another popular one-stage detector achieving 57.9 mAP on COCO at 20 FPS.,
FPNet,opening,A morphological sequence—erosion followed by dilation—that removes small artifacts and noise while preserving overall shape.,Performing opening on a noisy camo-fish mask to eliminate tiny disconnected regions.,
FPNet,optical flow,"A dense vector field that estimates pixel-wise motion between consecutive frames. It captures temporal changes, enabling methods to identify moving objects or texture inconsistencies that standard appearance cues might miss.",Tracking a camouflaged fish swimming in a river by computing frame-to-frame motion vectors.,
SINet,optimizer,"The algorithm that updates network weights during training by minimizing the loss, based on computed gradients. Common choices include SGD and Adam.","SINet uses the Adam optimizer with default β₁=0.9, β₂=0.999 to train all modules end-to-end on COD10K.",
SINet,original_WFb,"A MATLAB function computing the Weighted Fβ measure using original code from [Wu et al.], applying boundary-aware weighting.","Calling original_WFb(pred,gt) on two binary masks returns WF₁=0.848 for a rock‐camouflaged crab.",
FPNet,out-of-distribution (OOD),"Data whose distribution differs from the training set, used to test generalization.",Evaluating a COD model trained on COD10K directly on a new wildlife art dataset without fine-tuning.,
SINet,out-of-view (OV),"An attribute marking objects partially or fully outside the image frame, creating incomplete shapes and ambiguous boundaries.",A chameleon whose tail extends beyond the image boundary is marked with “OV.”,
PVT,output projection,The second linear transformation in an FFN that maps the hidden layer back to the original embedding dimension. It restores the token size after expansion.,"In Stage 3 of PVT, the FFN projects its 1,536-dim activations back down to 384 dims for each token.",
PVT,output resolution,The spatial size (in pixels or patch tokens) of feature maps produced by each stage; critical for pixel-level tasks.,"Stage 1’s output resolution is 56×56 tokens, giving correspondingly fine spatial detail for downstream heads.",
RFB,padding,Zero-padding around feature map edges to control output size or preserve spatial dimensions.,“Same” padding on a 3×3 conv adds 1 pixel border so output stays 64×64.,
SINet,padding,The addition of extra “border” pixels (often zeros) around feature maps to control the spatial dimensions of the output after convolution. Padding prevents feature maps from shrinking when using kernels larger than 1×1 or non-unit strides.,"To keep C5 at 16×16 resolution after applying a 3×3 dilated convolution with dilation = 4, SINet adds appropriate padding around the input tensor.",
SINet,panoptic segmentation,A unified framework that simultaneously performs instance segmentation for “things” (countable objects) and semantic segmentation for “stuff” (amorphous regions). Panoptic outputs assign every pixel a class label and instance ID.,Contrasting panoptic maps with SINet’s COD masks highlights how instance ID is less relevant when objects blend into backgrounds.,
PVT,parameter count,"The total number of learnable parameters in the model, reflecting its size and potential capacity. Monitoring parameter count helps compare model scale and resource requirements.","PVT-Small has ~24.5 M parameters, while PVT-Large increases to ~61.4 M, allowing for higher accuracy at the cost of more compute.",
PVT,parameter count,"The total number of learnable weights in a model, indicating its size and memory footprint.","PVT-Medium has ~44.2 million parameters, compared to ~25 M in PVT-Small and ~23 M in ResNet-50.",
FPNet,parameter efficiency,The relationship between model performance and its parameter count; high efficiency means strong accuracy with fewer weights.,Comparing FPNet’s 35 million parameters to a baseline’s 50 million while achieving higher S-measure.,
RFB,parameter overhead,The extra number of weights introduced by a module relative to baseline.,RFB adds ~0.5 million parameters to VGG16+SSD.,
SAM,parameter overhead,The extra number of learnable parameters introduced by a module. CBAM’s overhead is negligible (≈1‰ of base ResNet-50 parameters).,Adding CBAM to ResNet-50 increases parameters by ≈0.03 M out of 25.6 M.,
RFB,parameter sharing,The reuse of the same convolution kernel across all spatial positions to enforce translation equivariance.,The 3×3 weights in a conv layer are identical for every pixel location.,
NCD,partial decoder component (PDC),"A lightweight decoding block that merges only a subset of deep feature maps (i.e. partial features) to reconstruct a high-resolution segmentation map. By focusing on key feature levels, PDC avoids redundant computation.",PDC fuses the high-level “search” features (strong object cues) with mid-level detail maps to recover sharp boundaries of the concealed object.,
SINet,partial decoder component (PDC),"A lightweight decoder that fuses only the most informative subset of RF-enhanced feature maps (e.g. from C4 and C5), avoiding the cost of merging all scales. It upsamples and combines these partial features to reconstruct a high-resolution prediction mask.","PDC takes the coarse attention map from C5 and mid-level details from C4, upsamples both to the original image size, then sums them to yield the final segmentation of a hidden lizard.",
RFB,Pascal VOC,"A widely used detection dataset with 20 object classes and train/val/test splits (e.g. VOC2007, VOC2012).",Training on VOC2007+2012 (21k images) yields baseline SSD300 mAP=77.2%.,
SAM,Pascal VOC 2007 dataset,A detection and segmentation dataset with 20 object classes used for evaluating one-shot detectors.,A YOLO-style detector attains 72.4 mAP on VOC2007 test.,
FPNet,patch embedding,"Initial mapping of image patches (e.g., 4×4 pixel blocks) into a fixed-length feature vector before transformer processing, preserving locality.",Applying a linear projection to map 4×4 pixel regions into 128-dim embeddings.,
FPNet,patch embedding,Mapping of non-overlapping image patches into fixed-length vectors before transformer processing. It preserves spatial locality in tokenized form.,Projecting each 16×16 pixel patch into a 768-dim token in ViT’s first layer.,
PVT,patch embedding,"A learnable linear projection that maps flattened image patches into a fixed-length embedding vector, analogous to word embeddings in NLP.",A 4×4×3 patch (48 values) is projected via a 48×64 weight matrix to create a 64-dim token for Stage 1.,
FPNet,patch merging,"Operation in pyramid transformers that downsamples spatial tokens by concatenating and linearly projecting groups of neighboring embeddings, producing coarser feature maps for deeper layers.",Merging four adjacent tokens into one at each depth reduction step.,
PVT,patch merging,"The process of combining groups of adjacent token embeddings into larger units to downsample spatial resolution. Typically implemented by concatenating or averaging neighboring tokens, followed by a projection.","Between Stage 1 and Stage 2, PVT merges each 2×2 block of tokens (4 tokens total) by concatenation and projection, reducing the grid from 56×56 to 28×28.",
PVT,patch partitioning,The operation of dividing the input image into a grid of non-overlapping rectangular regions (patches) before any further processing. It reorganizes pixel values into fixed-size blocks that become individual tokens for the Transformer.,"In PVT, a 224×224 image is partitioned into 4×4 patches, yielding a 56×56 grid of 3,136 tokens at Stage 1.",
PVT,patch resolution,The size (height×width) of each image patch fed into the patch embedding layer; smaller patches yield higher-res tokens but more computation.,"PVT uses a patch resolution of 4×4 at Stage 1, while ViT uses 16×16, explaining PVT’s ability to maintain finer spatial detail.",
RFB,pipeline,"The sequence of processing stages from input image, through backbone, any neck modules (e.g. RFB), detection heads, and post-processing (e.g. NMS).",SSD pipeline: resize→forward→decode→NMS→output boxes.,
SINet,pixel confidence pi,"A real-valued score in [0,1] assigned to each pixel indicating the likelihood of belonging to a camouflaged object. Predictions are thresholded to produce a binary mask.","A pixel under a leaf insect wing might have pi = 0.85, causing it to be included in the final camouflage mask after thresholding at 0.5.",
PVT,pixel-level representation,"A continuous mapping from each pixel (or small region) to a feature embedding, enabling dense predictions such as segmentation masks.","In semantic segmentation, each 4×4 patch token’s final embedding is projected back into a pixel-level mask, preserving fine edges.",
FPNet,pixel-wise supervision,"The application of loss functions directly at each pixel of the predicted mask, enforcing correspondence with ground truth on a per-pixel basis. Common in segmentation tasks to obtain detailed mask learning.",Applying binary cross-entropy loss at each pixel of the camouflaged-object mask.,
FPNet,pixel-wise supervision,"Application of loss functions at each pixel location, enforcing detailed correspondence between predicted mask values and ground-truth labels.",Applying BCE loss at every pixel when training camo-object segmentation.,
SINet,pixel‐wise classification,"Assigning a probability or discrete label to each pixel in an image, determining its membership in foreground or background. This forms the basis of semantic segmentation and object‐level detection tasks.","SINet’s output pi ∈ [0,1] for each pixel is produced via pixel‐wise classification, enabling generation of binary masks by thresholding the probability map.",
FPNet,plug-and-play module,A self-contained network component designed to be inserted into various architectures without reengineering the whole pipeline. FPNet’s frequency-perception module is an example—it can be “plugged” into any backbone to add frequency awareness.,Dropping the frequency-perception block into U-Net for biomedical segmentation to improve edge detection.,
SAM,plug-and-play module,A module designed for seamless insertion into various network architectures without redesign. CBAM can be easily added to any CNN block.,Slotting CBAM after every convolutional block in VGG16 requires only a few lines of code.,
FPNet,plugin evaluation metric,"Measurement of a module’s cross-framework impact, e.g., adding the frequency-perception block to several baselines and reporting average performance uplift.",Reporting a +3% average F-measure boost when embedding the module into five different backbones.,
FPNet,plugin-in module,A self-contained component (like the frequency-perception block) designed to be “plugged” into different backbones or frameworks with minimal engineering effort.,Adding the frequency module to U²-Net and measuring the uplift in COD performance.,
FPNet,polyp segmentation,"A medical imaging task that segments colorectal polyps in endoscopy images, analogous to COD due to low-contrast boundaries and shape variability.",Segmenting small polyps in colonoscopy frames with the same boundary-refinement module.,
FPNet,polyp segmentation,"A medical imaging task that isolates and extracts polyp regions from endoscopy frames. This shares challenges with COD because polyps often have low contrast against surrounding tissue, demanding precise boundary refinement.",Segmenting a small polyp in a colonoscopy image where its color closely matches the surrounding mucosa.,
